---------------------------------------------------
  Seconds     D4       G7    
---------------------------------------------------
        0    	80.4	76.4
       60    	83.7	79.6
      120    	83.7	76.4
      180    	83.7	79.6
      240    	83.7	79.6
      300    	83.7	82.9
      360    	83.7	79.6
      420    	87.0	79.6
      480    	83.7	79.6
      540    	83.7	79.6
      600    	80.4	82.9
      660    	80.4	79.6
      720    	83.7	79.6
      780    	83.7	79.6
      840    	83.7	79.6
      900    	83.7	79.6
      960    	83.7	79.6
     1020    	83.7	79.6
     1080    	83.7	79.6
     1140    	83.7	76.4
     1200    	83.7	82.9
     1260    	80.4	79.6
     1320    	87.0	79.6
     1380    	83.7	76.4
     1440    	80.4	79.6
     1500    	80.4	79.6
     1560    	83.7	79.6
     1620    	83.7	79.6
     1680    	80.4	79.6
     1740    	83.7	79.6
     1800    	83.7	79.6
     1860    	83.7	79.6
     1920    	80.4	79.6
     1980    	83.7	79.6
     2040    	80.4	82.9
     2100    	83.7	79.6
     2160    	87.0	82.9
     2220    	83.7	79.6
     2280    	83.7	79.6
     2340    	83.7	79.6
     2400    	83.7	79.6
     2460    	83.7	79.6
     2520    	83.7	79.6
     2580    	83.7	79.6
     2640    	83.7	79.6
     2700    	83.7	79.6
     2760    	83.7	79.6
     2820    	83.7	79.6
     2880    	83.7	76.4
     2940    	83.7	79.6
     3000    	83.7	79.6
     3060    	83.7	79.6
     3120    	83.7	79.6
     3180    	80.4	79.6
     3240    	83.7	82.9
     3300    	80.4	79.6
     3360    	80.4	79.6
     3420    	83.7	79.6
     3480    	83.7	79.6
     3540    	80.4	79.6
     3600    	80.4	82.9
     3660    	83.7	79.6
     3720    	80.4	79.6
     3780    	83.7	79.6
     3840    	83.7	79.6
     3900    	83.7	79.6
     3960    	83.7	82.9
     4020    	83.7	82.9
     4080    	83.7	79.6
     4140    	83.7	79.6
     4200    	83.7	79.6
     4260    	83.7	79.6
     4320    	83.7	79.6
     4380    	83.7	76.4
     4440    	83.7	79.6
     4500    	83.7	79.6
     4560    	83.7	79.6
     4620    	83.7	82.9
     4680    	80.4	79.6
     4740    	83.7	82.9
     4800    	83.7	79.6
     4860    	80.4	79.6
     4920    	83.7	79.6
     4980    	83.7	82.9
     5040    	87.0	82.9
     5100    	83.7	79.6
     5160    	83.7	79.6
     5220    	80.4	79.6
     5280    	83.7	79.6
     5340    	83.7	79.6
     5400    	80.4	79.6
     5460    	83.7	82.9
     5520    	83.7	79.6
     5580    	83.7	79.6
     5640    	80.4	79.6
     5700    	83.7	76.4
     5760    	83.7	82.9
     5820    	83.7	79.6
     5880    	83.7	79.6
     5940    	80.4	79.6
     6000    	83.7	79.6
     6060    	80.4	79.6
     6120    	83.7	79.6
     6180    	83.7	79.6
     6240    	83.7	79.6
     6300    	83.7	76.4
     6360    	83.7	79.6
     6420    	83.7	76.4
     6480    	83.7	79.6
     6540    	83.7	79.6
     6600    	83.7	82.9
     6660    	83.7	79.6
     6720    	83.7	79.6
     6780    	83.7	82.9
     6840    	83.7	82.9
     6900    	83.7	79.6
     6960    	83.7	79.6
     7020    	83.7	79.6
     7080    	83.7	79.6
     7140    	80.4	82.9
     7200    	83.7	82.9
     7260    	80.4	79.6
     7320    	83.7	79.6
     7380    	83.7	82.9
     7440    	83.7	79.6
     7500    	83.7	79.6
     7560    	83.7	82.9
     7620    	83.7	79.6
     7680    	87.0	79.6
     7740    	83.7	79.6
     7800    	83.7	82.9
     7860    	83.7	79.6
     7920    	83.7	76.4
     7980    	83.7	79.6
     8040    	83.7	76.4
     8100    	83.7	79.6
     8160    	83.7	79.6
     8220    	80.4	79.6
     8280    	83.7	79.6
     8340    	80.4	76.4
     8400    	80.4	79.6
     8460    	83.7	76.4
     8520    	83.7	79.6
     8580    	83.7	79.6
     8640    	83.7	79.6
     8700    	87.0	79.6
     8760    	83.7	79.6
     8820    	83.7	79.6
     8880    	83.7	79.6
     8940    	83.7	79.6
     9000    	83.7	79.6
     9060    	83.7	79.6
     9120    	83.7	76.4
     9180    	80.4	79.6
     9240    	83.7	79.6
     9300    	83.7	79.6
     9360    	83.7	79.6
     9420    	83.7	79.6
     9480    	83.7	79.6
     9540    	80.4	79.6
     9600    	83.7	79.6
     9660    	83.7	79.6
     9720    	80.4	79.6
     9780    	80.4	79.6
     9840    	83.7	79.6
     9900    	83.7	79.6
     9960    	83.7	79.6
    10020    	83.7	79.6
    10080    	83.7	79.6
    10140    	87.0	82.9
    10200    	83.7	79.6
    10260    	83.7	79.6
    10320    	83.7	79.6
    10380    	83.7	79.6
    10440    	83.7	79.6
    10500    	83.7	79.6
    10560    	83.7	76.4
    10620    	83.7	82.9
    10680    	83.7	79.6
    10740    	83.7	79.6
    10800    	80.4	79.6
    10860    	83.7	79.6
    10920    	87.0	79.6
    10980    	80.4	79.6
    11040    	83.7	82.9
    11100    	83.7	79.6
    11160    	83.7	79.6
    11220    	83.7	79.6
    11280    	80.4	79.6
    11340    	87.0	79.6
    11400    	83.7	79.6
    11460    	83.7	79.6
    11520    	87.0	79.6
    11580    	83.7	79.6
    11640    	80.4	79.6
    11700    	83.7	79.6
    11760    	83.7	79.6
    11820    	83.7	76.4
    11880    	83.7	79.6
    11940    	83.7	79.6
    12000    	83.7	79.6
    12060    	83.7	79.6
    12120    	83.7	79.6
    12180    	83.7	79.6
    12240    	83.7	79.6
    12300    	80.4	79.6
    12360    	83.7	79.6
    12420    	80.4	79.6
    12480    	83.7	79.6
    12540    	80.4	79.6
    12600    	83.7	79.6
    12660    	83.7	79.6
    12720    	83.7	79.6
    12780    	83.7	79.6
    12840    	83.7	79.6
    12900    	83.7	79.6
    12960    	83.7	76.4
    13020    	83.7	79.6
    13080    	83.7	79.6
    13140    	83.7	79.6
    13200    	83.7	82.9
    13260    	83.7	79.6
    13320    	83.7	79.6
    13380    	80.4	79.6
    13440    	80.4	79.6
    13500    	83.7	82.9
    13560    	80.4	79.6
    13620    	83.7	76.4
    13680    	83.7	79.6
    13740    	83.7	82.9
    13800    	80.4	79.6
    13860    	83.7	79.6
    13920    	83.7	79.6
    13980    	83.7	79.6
    14040    	80.4	79.6
    14100    	83.7	79.6
    14160    	83.7	79.6
    14220    	83.7	79.6
    14280    	83.7	79.6
    14340    	87.0	79.6
    14400    	83.7	79.6
    14460    	83.7	79.6
    14520    	83.7	79.6
    14580    	80.4	79.6
    14640    	83.7	79.6
    14700    	83.7	79.6
    14760    	83.7	79.6
    14820    	80.4	79.6
    14880    	83.7	79.6
    14940    	80.4	79.6
    15000    	83.7	79.6
    15060    	83.7	79.6
    15120    	80.4	76.4
    15180    	83.7	79.6
    15240    	83.7	79.6
    15300    	83.7	79.6
    15360    	83.7	79.6
    15420    	80.4	79.6
    15480    	87.0	79.6
    15540    	83.7	79.6
    15600    	83.7	82.9
    15660    	83.7	79.6
    15720    	83.7	82.9
    15780    	83.7	79.6
    15840    	83.7	79.6
    15900    	83.7	79.6
    15960    	83.7	82.9
    16020    	80.4	79.6
    16080    	83.7	79.6
    16140    	83.7	79.6
    16200    	83.7	79.6
    16260    	83.7	79.6
    16320    	83.7	79.6
    16380    	83.7	79.6
    16440    	83.7	79.6
    16500    	83.7	82.9
